TimeStep,SimulationTime,TotalElapsedTime,ForceCalcTime,PositionUpdateTime,VelocityUpdateTime,ForceCalcPercentage,PositionUpdatePercentage,VelocityUpdatePercentage,NumberOfBodies
7510,75.099998,0.026318,0.026296,0.000003,0.000018,99.915750,0.011777,0.067943,1000
7520,75.199998,0.026438,0.026416,0.000003,0.000018,99.916132,0.011723,0.068537,1000
7530,75.299998,0.026346,0.026324,0.000003,0.000018,99.915839,0.011764,0.067871,1000
7540,75.399998,0.026310,0.026288,0.000003,0.000018,99.916630,0.011780,0.067964,1000
7550,75.499998,0.026360,0.026339,0.000002,0.000018,99.920407,0.007236,0.068740,1000
7560,75.599998,0.026350,0.026328,0.000002,0.000018,99.915852,0.008143,0.067861,1000
7570,75.699998,0.026609,0.026587,0.000003,0.000018,99.916672,0.010752,0.068096,1000
7580,75.799998,0.026307,0.026285,0.000003,0.000017,99.916621,0.011782,0.064347,1000
7590,75.899998,0.026276,0.026255,0.000002,0.000018,99.920152,0.007259,0.068959,1000
7600,75.999998,0.026275,0.026254,0.000002,0.000018,99.921056,0.007259,0.068055,1000
7610,76.099998,0.026330,0.026308,0.000003,0.000017,99.916694,0.011772,0.064291,1000
7620,76.199998,0.026313,0.026290,0.000003,0.000018,99.912110,0.011779,0.067956,1000
7630,76.299998,0.026321,0.026299,0.000003,0.000018,99.915760,0.010870,0.068841,1000
7640,76.399998,0.026372,0.026350,0.000002,0.000018,99.916826,0.007232,0.068709,1000
7650,76.499998,0.026285,0.026262,0.000003,0.000018,99.912923,0.011792,0.068029,1000
7660,76.599998,0.026317,0.026295,0.000003,0.000017,99.916653,0.010871,0.064322,1000
7670,76.699998,0.026423,0.026401,0.000003,0.000018,99.916987,0.011730,0.067674,1000
7680,76.799998,0.026283,0.026261,0.000002,0.000018,99.915638,0.008164,0.068034,1000
7690,76.899998,0.026303,0.026281,0.000003,0.000017,99.916609,0.011784,0.064356,1000
7700,76.999998,0.026363,0.026341,0.000003,0.000018,99.916798,0.011757,0.067828,1000
7710,77.099998,0.026324,0.026302,0.000003,0.000018,99.916675,0.010868,0.068834,1000
7720,77.199998,0.026288,0.026267,0.000002,0.000018,99.920189,0.007256,0.068928,1000
7730,77.299998,0.026384,0.026361,0.000003,0.000018,99.913249,0.011747,0.067774,1000
7740,77.399998,0.026366,0.026344,0.000003,0.000018,99.915903,0.011755,0.068724,1000
7750,77.499998,0.026361,0.026339,0.000003,0.000018,99.916792,0.010853,0.068737,1000
7760,77.599998,0.026548,0.026526,0.000003,0.000018,99.917378,0.010777,0.068253,1000
7770,77.699998,0.026402,0.026380,0.000003,0.000018,99.916921,0.010836,0.068630,1000
7780,77.799998,0.026319,0.026297,0.000003,0.000017,99.916659,0.010871,0.065223,1000
7790,77.899998,0.026446,0.026425,0.000002,0.000018,99.920666,0.007212,0.068516,1000
7800,77.999998,0.026280,0.026258,0.000003,0.000018,99.916535,0.011794,0.068042,1000
7810,78.099998,0.026575,0.026554,0.000002,0.000018,99.921051,0.007177,0.068183,1000
7820,78.199998,0.026547,0.026525,0.000003,0.000018,99.917375,0.011675,0.067358,1000
7830,78.299998,0.026381,0.026358,0.000003,0.000018,99.913240,0.010845,0.068685,1000
7840,78.399998,0.026641,0.026619,0.000002,0.000018,99.917666,0.008054,0.067120,1000
7850,78.499998,0.026462,0.026439,0.000003,0.000018,99.912605,0.011713,0.067574,1000
7860,78.599998,0.026482,0.026460,0.000003,0.000018,99.917172,0.011704,0.067523,1000
7870,78.699998,0.026535,0.026514,0.000002,0.000018,99.920033,0.008087,0.067388,1000
7880,78.799998,0.026544,0.026521,0.000003,0.000018,99.913772,0.011677,0.067365,1000
7890,78.899998,0.026489,0.026467,0.000003,0.000017,99.916294,0.011701,0.063905,1000
7900,78.999998,0.026612,0.026590,0.000003,0.000018,99.917577,0.010751,0.068089,1000
7910,79.099998,0.026586,0.026563,0.000003,0.000017,99.913909,0.010761,0.064568,1000
7920,79.199998,0.026461,0.026439,0.000003,0.000017,99.917106,0.011713,0.063973,1000
7930,79.299998,0.026700,0.026678,0.000003,0.000018,99.917848,0.010715,0.067864,1000
7940,79.399998,0.026443,0.026421,0.000003,0.000018,99.917050,0.011721,0.067622,1000
7950,79.499998,0.026467,0.026445,0.000002,0.000018,99.916225,0.007206,0.068462,1000
7960,79.599998,0.026533,0.026508,0.000003,0.000020,99.906548,0.010783,0.075481,1000
7970,79.699998,0.026280,0.026258,0.000003,0.000017,99.916535,0.011794,0.064413,1000
7980,79.799998,0.026488,0.026466,0.000003,0.000018,99.916291,0.011701,0.068407,1000
7990,79.899998,0.026339,0.026317,0.000003,0.000017,99.917627,0.010862,0.064269,1000
8000,79.999998,0.026418,0.026396,0.000003,0.000018,99.916971,0.010830,0.068589,1000
8010,80.099998,0.026515,0.026493,0.000003,0.000018,99.916376,0.011689,0.068338,1000
8020,80.199998,0.026276,0.026253,0.000003,0.000017,99.912894,0.010888,0.064422,1000
8030,80.299998,0.026319,0.026297,0.000002,0.000018,99.916659,0.007247,0.068847,1000
8040,80.399998,0.026280,0.026258,0.000003,0.000018,99.916535,0.011794,0.068042,1000
8050,80.499998,0.026275,0.026253,0.000003,0.000018,99.916519,0.011796,0.068055,1000
8060,80.599998,0.026419,0.026397,0.000002,0.000018,99.916073,0.007220,0.068586,1000
8070,80.699998,0.026338,0.026316,0.000003,0.000017,99.915814,0.011768,0.064271,1000
8080,80.799998,0.026419,0.026396,0.000003,0.000019,99.913364,0.010829,0.072196,1000
8090,80.899998,0.026416,0.026393,0.000003,0.000019,99.912453,0.011733,0.072204,1000
8100,80.999998,0.026276,0.026254,0.000003,0.000018,99.916523,0.010888,0.068959,1000
8110,81.099998,0.026313,0.026291,0.000002,0.000018,99.916640,0.007249,0.068862,1000
8120,81.199998,0.026419,0.026396,0.000003,0.000018,99.911560,0.011732,0.067683,1000
8130,81.299998,0.026279,0.026258,0.000003,0.000017,99.920161,0.010887,0.064415,1000
8140,81.399998,0.026300,0.026278,0.000003,0.000017,99.916599,0.011785,0.064364,1000
8150,81.499998,0.026305,0.026283,0.000003,0.000018,99.916615,0.010876,0.068884,1000
8160,81.599998,0.026611,0.026589,0.000003,0.000018,99.917573,0.011647,0.067196,1000
8170,81.699998,0.026278,0.026256,0.000003,0.000018,99.916529,0.010888,0.068954,1000
8180,81.799998,0.026607,0.026585,0.000003,0.000018,99.917561,0.010753,0.068102,1000
8190,81.899998,0.026320,0.026298,0.000002,0.000018,99.916662,0.007247,0.068844,1000
8200,81.999998,0.026356,0.026334,0.000003,0.000017,99.916776,0.011760,0.064227,1000
8210,82.099998,0.026320,0.026298,0.000003,0.000018,99.915756,0.011776,0.067938,1000
8220,82.199998,0.026365,0.026343,0.000003,0.000017,99.915900,0.011756,0.064205,1000
8230,82.299998,0.026349,0.026327,0.000003,0.000018,99.916754,0.010858,0.068768,1000
8240,82.399998,0.026279,0.026258,0.000002,0.000018,99.920161,0.007258,0.068952,1000
8250,82.499998,0.026371,0.026349,0.000003,0.000018,99.916823,0.010849,0.068711,1000
8260,82.599998,0.026383,0.026362,0.000002,0.000018,99.920476,0.007229,0.068679,1000
8270,82.699998,0.026284,0.026261,0.000003,0.000017,99.912920,0.010885,0.065310,1000
8280,82.799998,0.026278,0.026256,0.000003,0.000017,99.916529,0.010888,0.065325,1000
8290,82.899998,0.026329,0.026307,0.000003,0.000018,99.916691,0.011772,0.067915,1000
8300,82.999998,0.026277,0.026255,0.000003,0.000018,99.915619,0.011795,0.068049,1000
8310,83.099998,0.026375,0.026353,0.000003,0.000018,99.916835,0.011752,0.067797,1000
8320,83.199998,0.026279,0.026258,0.000002,0.000018,99.920161,0.007258,0.068952,1000
8330,83.299998,0.026328,0.026306,0.000003,0.000018,99.916687,0.011772,0.067918,1000
8340,83.399998,0.026467,0.026445,0.000003,0.000018,99.916225,0.010810,0.068462,1000
8350,83.499998,0.026465,0.026443,0.000002,0.000017,99.917119,0.007207,0.064864,1000
8360,83.599998,0.026338,0.026315,0.000003,0.000017,99.913099,0.010863,0.064271,1000
8370,83.699998,0.026444,0.026422,0.000003,0.000017,99.917053,0.011721,0.064014,1000
8380,83.799998,0.026532,0.026510,0.000003,0.000018,99.917328,0.010783,0.068294,1000
8390,83.899998,0.026442,0.026420,0.000003,0.000017,99.916145,0.011722,0.064018,1000
8400,83.999998,0.026458,0.026434,0.000003,0.000019,99.908987,0.011715,0.071188,1000
8410,84.099998,0.026355,0.026334,0.000003,0.000017,99.920392,0.011760,0.064230,1000
8420,84.199998,0.026582,0.026560,0.000003,0.000018,99.917484,0.010763,0.068166,1000
8430,84.299998,0.026434,0.026412,0.000002,0.000018,99.917021,0.007216,0.067646,1000
8440,84.399998,0.026396,0.026374,0.000003,0.000018,99.916902,0.010839,0.068646,1000
8450,84.499998,0.026516,0.026494,0.000003,0.000018,99.917278,0.010790,0.068335,1000
8460,84.599998,0.026426,0.026404,0.000003,0.000018,99.916997,0.010827,0.068568,1000
8470,84.699998,0.026790,0.026769,0.000002,0.000018,99.921684,0.008010,0.066747,1000
8480,84.799998,0.026622,0.026600,0.000003,0.000018,99.916712,0.011642,0.068063,1000
8490,84.899998,0.026484,0.026463,0.000002,0.000018,99.920779,0.008102,0.067518,1000
8500,84.999998,0.026541,0.026519,0.000003,0.000018,99.916458,0.011678,0.068271,1000
8510,85.099998,0.026661,0.026638,0.000003,0.000019,99.913257,0.011625,0.071540,1000
8520,85.199998,0.026525,0.026503,0.000003,0.000017,99.916407,0.011685,0.063818,1000
8530,85.299998,0.026435,0.026412,0.000002,0.000018,99.913417,0.008117,0.067643,1000
8540,85.399998,0.026367,0.026345,0.000003,0.000018,99.916811,0.011755,0.067817,1000
8550,85.499998,0.026398,0.026366,0.000003,0.000028,99.878975,0.011741,0.105671,1000
8560,85.599998,0.026348,0.026327,0.000002,0.000018,99.920371,0.007239,0.068771,1000
8570,85.699998,0.026279,0.026258,0.000002,0.000017,99.920161,0.008165,0.064415,1000
8580,85.799998,0.026440,0.026418,0.000003,0.000017,99.917040,0.011723,0.064023,1000
8590,85.899998,0.026440,0.026418,0.000003,0.000018,99.916139,0.010821,0.068531,1000
8600,85.999998,0.026427,0.026404,0.000003,0.000017,99.913391,0.010826,0.064957,1000
8610,86.099998,0.026280,0.026257,0.000002,0.000018,99.912906,0.008165,0.068042,1000
8620,86.199998,0.026413,0.026391,0.000003,0.000017,99.916956,0.010832,0.064089,1000
8630,86.299998,0.026514,0.026492,0.000003,0.000017,99.917272,0.010791,0.064744,1000
8640,86.399998,0.026281,0.026259,0.000003,0.000018,99.915632,0.011793,0.068946,1000
8650,86.499998,0.026313,0.026291,0.000003,0.000018,99.916640,0.010873,0.068862,1000
8660,86.599998,0.026281,0.026260,0.000002,0.000018,99.920168,0.007257,0.068946,1000
8670,86.699998,0.026445,0.026423,0.000003,0.000017,99.917057,0.010819,0.064011,1000
8680,86.799998,0.027297,0.027275,0.000003,0.000018,99.918772,0.011355,0.065507,1000
8690,86.899998,0.026462,0.026440,0.000003,0.000017,99.917109,0.011713,0.063970,1000
8700,86.999998,0.026446,0.026424,0.000002,0.000017,99.917059,0.008114,0.064009,1000
8710,87.099998,0.026600,0.026555,0.000003,0.000040,99.830598,0.011652,0.150579,1000
8720,87.199998,0.026320,0.026298,0.000003,0.000018,99.916662,0.010870,0.068844,1000
8730,87.299998,0.026362,0.026341,0.000002,0.000018,99.920412,0.008140,0.067830,1000
8740,87.399998,0.026322,0.026300,0.000003,0.000018,99.916668,0.011775,0.067934,1000
8750,87.499998,0.026349,0.026327,0.000003,0.000018,99.915849,0.011763,0.068768,1000
8760,87.599998,0.026324,0.026302,0.000003,0.000018,99.916675,0.010868,0.068834,1000
8770,87.699998,0.026346,0.026323,0.000003,0.000017,99.912220,0.011764,0.064252,1000
8780,87.799998,0.026287,0.026265,0.000003,0.000018,99.916557,0.011791,0.068024,1000
8790,87.899998,0.026441,0.026419,0.000003,0.000018,99.917043,0.011722,0.067628,1000
8800,87.999998,0.026327,0.026305,0.000003,0.000018,99.916685,0.010867,0.068826,1000
8810,88.099998,0.026400,0.026377,0.000003,0.000017,99.912400,0.010837,0.065023,1000
8820,88.199998,0.026353,0.026331,0.000003,0.000018,99.916766,0.011761,0.067854,1000
8830,88.299998,0.026302,0.026280,0.000003,0.000017,99.916605,0.010878,0.064359,1000
8840,88.399998,0.026277,0.026255,0.000003,0.000017,99.916526,0.010888,0.065327,1000
8850,88.499998,0.026427,0.026405,0.000003,0.000018,99.916098,0.011728,0.068565,1000
8860,88.599998,0.026483,0.026461,0.000003,0.000018,99.916275,0.011703,0.067520,1000
8870,88.699998,0.026401,0.026379,0.000003,0.000018,99.916918,0.010837,0.068633,1000
8880,88.799998,0.026399,0.026377,0.000002,0.000018,99.916911,0.007225,0.068639,1000
8890,88.899998,0.026408,0.026387,0.000002,0.000018,99.920551,0.007223,0.068615,1000
8900,88.999998,0.026828,0.026795,0.000003,0.000029,99.876472,0.010664,0.108420,1000
8910,89.099998,0.026281,0.026259,0.000003,0.000017,99.916538,0.011794,0.064411,1000
8920,89.199998,0.026385,0.026363,0.000003,0.000017,99.915964,0.011747,0.064156,1000
8930,89.299998,0.026284,0.026262,0.000002,0.000018,99.916548,0.007257,0.068939,1000
8940,89.399998,0.026472,0.026451,0.000002,0.000018,99.920743,0.008106,0.067549,1000
8950,89.499998,0.026531,0.026510,0.000002,0.000018,99.920919,0.008088,0.067398,1000
8960,89.599998,0.026488,0.026465,0.000003,0.000018,99.912690,0.011701,0.067507,1000
8970,89.699998,0.026284,0.026262,0.000003,0.000018,99.916548,0.011792,0.068032,1000
8980,89.799998,0.026391,0.026369,0.000003,0.000017,99.915983,0.011744,0.064142,1000
8990,89.899998,0.026463,0.026441,0.000003,0.000017,99.917113,0.010811,0.064868,1000
9000,89.999998,0.026524,0.026502,0.000003,0.000018,99.917303,0.011685,0.067416,1000
9010,90.099998,0.026421,0.026399,0.000003,0.000018,99.916079,0.011731,0.067679,1000
9020,90.199998,0.026454,0.026432,0.000003,0.000018,99.917084,0.010815,0.068496,1000
9030,90.299998,0.026589,0.026566,0.000002,0.000018,99.913022,0.007173,0.068147,1000
9040,90.399998,0.026519,0.026497,0.000003,0.000018,99.917288,0.011688,0.067428,1000
9050,90.499998,0.026532,0.026510,0.000003,0.000017,99.916430,0.011682,0.063801,1000
9060,90.599998,0.026567,0.026544,0.000003,0.000018,99.912950,0.011667,0.067307,1000
9070,90.699998,0.026647,0.026624,0.000003,0.000017,99.913212,0.010737,0.064420,1000
9080,90.799998,0.026738,0.026716,0.000003,0.000018,99.917965,0.011592,0.066877,1000
9090,90.899998,0.026577,0.026555,0.000003,0.000017,99.917468,0.011662,0.063693,1000
9100,90.999998,0.026436,0.026414,0.000003,0.000017,99.916126,0.011724,0.064033,1000
9110,91.099998,0.026483,0.026462,0.000002,0.000018,99.920776,0.007202,0.068420,1000
9120,91.199998,0.026634,0.026612,0.000003,0.000017,99.917645,0.011637,0.063557,1000
9130,91.299998,0.026652,0.026629,0.000003,0.000018,99.914122,0.010735,0.067986,1000
9140,91.399998,0.027817,0.027794,0.000003,0.000018,99.917719,0.010285,0.065139,1000
9150,91.499998,0.026612,0.026590,0.000003,0.000018,99.917577,0.010751,0.068089,1000
9160,91.599998,0.026509,0.026487,0.000003,0.000018,99.917257,0.010793,0.068353,1000
9170,91.699998,0.026402,0.026380,0.000003,0.000017,99.916921,0.010836,0.065018,1000
9180,91.799998,0.026368,0.026344,0.000002,0.000018,99.909580,0.008138,0.067815,1000
9190,91.899998,0.026277,0.026255,0.000003,0.000017,99.916526,0.010888,0.065327,1000
9200,91.999998,0.026327,0.026304,0.000003,0.000018,99.913062,0.011773,0.067921,1000
9210,92.099998,0.026347,0.026325,0.000003,0.000017,99.916747,0.011764,0.064249,1000
9220,92.199998,0.026339,0.026317,0.000003,0.000017,99.915817,0.011767,0.064269,1000
9230,92.299998,0.026575,0.026553,0.000003,0.000018,99.917461,0.011663,0.067287,1000
9240,92.399998,0.026690,0.026669,0.000002,0.000018,99.921391,0.007146,0.067890,1000
9250,92.499998,0.026353,0.026331,0.000003,0.000018,99.916766,0.011761,0.067854,1000
9260,92.599998,0.026350,0.026328,0.000003,0.000017,99.916757,0.010858,0.065147,1000
9270,92.699998,0.026277,0.026256,0.000003,0.000017,99.920155,0.011795,0.064421,1000
9280,92.799998,0.026357,0.026320,0.000003,0.000033,99.859791,0.010855,0.125736,1000
9290,92.899998,0.026386,0.026363,0.000003,0.000018,99.912353,0.011747,0.067768,1000
9300,92.999998,0.026313,0.026292,0.000002,0.000017,99.920264,0.008155,0.064333,1000
9310,93.099998,0.026280,0.026258,0.000002,0.000018,99.915629,0.007258,0.068949,1000
9320,93.199998,0.026282,0.026261,0.000002,0.000018,99.920171,0.007257,0.068944,1000
9330,93.299998,0.026459,0.026437,0.000003,0.000017,99.916199,0.011714,0.063977,1000
9340,93.399998,0.026319,0.026298,0.000002,0.000018,99.919377,0.008153,0.067941,1000
9350,93.499998,0.026412,0.026389,0.000003,0.000018,99.913342,0.010832,0.068604,1000
9360,93.599998,0.026320,0.026297,0.000003,0.000018,99.913039,0.010870,0.068844,1000
9370,93.699998,0.026430,0.026407,0.000003,0.000018,99.913400,0.010825,0.068558,1000
9380,93.799998,0.026333,0.026311,0.000003,0.000018,99.915798,0.011770,0.068810,1000
9390,93.899998,0.026365,0.026344,0.000002,0.000018,99.920422,0.007234,0.068727,1000
9400,93.999998,0.026508,0.026485,0.000003,0.000018,99.913656,0.010793,0.068356,1000
9410,94.099998,0.026276,0.026254,0.000003,0.000017,99.916523,0.010888,0.065330,1000
9420,94.199998,0.026278,0.026257,0.000002,0.000017,99.920158,0.007258,0.065325,1000
9430,94.299998,0.026569,0.026547,0.000003,0.000018,99.917444,0.010768,0.068199,1000
9440,94.399998,0.026280,0.026258,0.000003,0.000018,99.916535,0.010887,0.068949,1000
9450,94.499998,0.026486,0.026463,0.000003,0.000018,99.913584,0.010802,0.068413,1000
9460,94.599998,0.026340,0.026318,0.000003,0.000017,99.916726,0.010862,0.065171,1000
9470,94.699998,0.026318,0.026296,0.000003,0.000017,99.916656,0.010871,0.065226,1000
9480,94.799998,0.026358,0.026336,0.000003,0.000018,99.916782,0.011759,0.067841,1000
9490,94.899998,0.026288,0.026267,0.000002,0.000018,99.921095,0.007256,0.068022,1000
9500,94.999998,0.026413,0.026391,0.000003,0.000017,99.916956,0.010832,0.064991,1000
9510,95.099998,0.026287,0.026265,0.000003,0.000018,99.915651,0.011791,0.068930,1000
9520,95.199998,0.026279,0.026257,0.000003,0.000018,99.916532,0.010887,0.068952,1000
9530,95.299998,0.026274,0.026252,0.000003,0.000018,99.916516,0.011797,0.068057,1000
9540,95.399998,0.026354,0.026332,0.000003,0.000018,99.916770,0.010856,0.068755,1000
9550,95.499998,0.026276,0.026255,0.000002,0.000018,99.920152,0.008166,0.068053,1000
9560,95.599998,0.026542,0.026520,0.000002,0.000018,99.917359,0.008084,0.067370,1000
9570,95.699998,0.026340,0.026318,0.000003,0.000017,99.915820,0.011767,0.064266,1000
9580,95.799998,0.026274,0.026253,0.000003,0.000017,99.920146,0.010889,0.064428,1000
9590,95.899998,0.026385,0.026363,0.000003,0.000018,99.916868,0.010843,0.068674,1000
9600,95.999998,0.026522,0.026501,0.000002,0.000018,99.921791,0.007192,0.067421,1000
9610,96.099998,0.026391,0.026369,0.000003,0.000018,99.916886,0.011744,0.067756,1000
9620,96.199998,0.026482,0.026460,0.000003,0.000018,99.916272,0.011704,0.067523,1000
9630,96.299998,0.026440,0.026418,0.000003,0.000017,99.917041,0.010821,0.064023,1000
9640,96.399998,0.026479,0.026457,0.000003,0.000017,99.917163,0.010805,0.063929,1000
9650,96.499998,0.026444,0.026422,0.000003,0.000018,99.917053,0.010819,0.068522,1000
9660,96.599998,0.026558,0.026537,0.000003,0.000017,99.920103,0.010773,0.064636,1000
9670,96.699998,0.026611,0.026589,0.000003,0.000018,99.917573,0.011647,0.067196,1000
9680,96.799998,0.026629,0.026607,0.000003,0.000018,99.917629,0.011639,0.067150,1000
9690,96.899998,0.027153,0.027129,0.000003,0.000018,99.911316,0.011415,0.066732,1000
9700,96.999998,0.026429,0.026406,0.000003,0.000017,99.912495,0.011727,0.064050,1000
9710,97.099998,0.026372,0.026350,0.000002,0.000018,99.915922,0.008137,0.067805,1000
9720,97.199998,0.026349,0.026327,0.000003,0.000017,99.915849,0.011763,0.064244,1000
9730,97.299998,0.026367,0.026345,0.000003,0.000018,99.916811,0.010851,0.068722,1000
9740,97.399998,0.026403,0.026381,0.000003,0.000018,99.916924,0.010836,0.068628,1000
9750,97.499998,0.026448,0.026426,0.000003,0.000017,99.917066,0.010818,0.064905,1000
9760,97.599998,0.026439,0.026418,0.000002,0.000018,99.920644,0.008116,0.067633,1000
9770,97.699998,0.026421,0.026399,0.000003,0.000018,99.916981,0.010829,0.068581,1000
9780,97.799998,0.026274,0.026253,0.000002,0.000017,99.920146,0.007259,0.065335,1000
9790,97.899998,0.026382,0.026360,0.000003,0.000018,99.915051,0.011748,0.068682,1000
9800,97.999998,0.026275,0.026253,0.000003,0.000017,99.916520,0.010889,0.064425,1000
9810,98.099998,0.026277,0.026254,0.000003,0.000017,99.912896,0.011795,0.064421,1000
9820,98.199998,0.026302,0.026280,0.000003,0.000018,99.916605,0.010878,0.068891,1000
9830,98.299998,0.026278,0.026257,0.000002,0.000017,99.919251,0.008166,0.064418,1000
9840,98.399998,0.026406,0.026384,0.000003,0.000018,99.916934,0.011738,0.067717,1000
9850,98.499998,0.026276,0.026254,0.000003,0.000018,99.916522,0.011796,0.068053,1000
9860,98.599998,0.026323,0.026301,0.000003,0.000018,99.916672,0.010869,0.068836,1000
9870,98.699998,0.026353,0.026331,0.000003,0.000017,99.915862,0.011761,0.064234,1000
9880,98.799998,0.026279,0.026257,0.000003,0.000018,99.916532,0.010887,0.068952,1000
9890,98.899998,0.026306,0.026284,0.000003,0.000017,99.916618,0.011782,0.064349,1000
9900,98.999998,0.026351,0.026328,0.000002,0.000017,99.913141,0.007238,0.064239,1000
9910,99.099998,0.026401,0.026379,0.000003,0.000018,99.916918,0.011740,0.067730,1000
9920,99.199998,0.026318,0.026296,0.000002,0.000018,99.916656,0.007247,0.068849,1000
9930,99.299998,0.026347,0.026326,0.000002,0.000018,99.920367,0.008144,0.067869,1000
9940,99.399998,0.026371,0.026350,0.000002,0.000018,99.920440,0.007233,0.068711,1000
9950,99.499998,0.026392,0.026370,0.000002,0.000018,99.916889,0.007227,0.068657,1000
9960,99.599998,0.026280,0.026259,0.000003,0.000017,99.920164,0.011794,0.064413,1000
9970,99.699998,0.026307,0.026285,0.000003,0.000018,99.916621,0.011782,0.067972,1000
9980,99.799998,0.026358,0.026335,0.000003,0.000018,99.913164,0.011759,0.067841,1000
9990,99.899998,0.026331,0.026309,0.000003,0.000018,99.915792,0.011771,0.068815,1000
10000,99.999998,0.026281,0.026258,0.000003,0.000018,99.912909,0.011794,0.068040,1000
SUMMARY,,264.353186,264.131612,0.027940,0.178321,99.916182,0.010569,0.067456,1000
